radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
344.748058,0.274,-0.167114,0.238,16.121,0.027,2,17.257,0.102,2,NA,NA,0,16.64,0.016,2,15.695,0.068,2,15.368,0.103,2,NA,NA,0,NA,NA,0
344.748188,0.629,0.043173,0.457,17.071,0.27,4,17.622,0.138,4,NA,NA,0,17.44,0.065,4,16.825,0.102,4,NA,NA,0,NA,NA,0,NA,NA,0
344.749617,0.871,0.54458,0.898,NA,NA,0,NA,NA,0,NA,NA,0,17.775,0.16,3,16.609,0.125,3,15.65,0.122,2,NA,NA,0,NA,NA,0
344.74976,0.685,0.722955,0.907,16.586,0.185,3,17.268,0.113,3,NA,NA,0,16.951,0.077,4,16.488,0.153,4,16.047,0.157,1,NA,NA,0,NA,NA,0
344.750888,0.379,0.677406,0.417,16.435,0.107,5,16.93,0.098,5,NA,NA,0,16.632,0.08,4,16.14,0.101,4,16.071,0.255,4,NA,NA,0,NA,NA,0
344.752608,0.245,0.205038,0.388,15.511,0.087,5,16.196,0.086,5,NA,NA,0,15.872,0.039,4,15.276,0.126,4,15.139,0.155,4,NA,NA,0,NA,NA,0
344.752774,0.265,0.328611,0.191,14.413,0.092,5,15.152,0.045,5,NA,NA,0,14.76,0.025,4,14.177,0.126,4,14.003,0.14,4,NA,NA,0,NA,NA,0
344.75524,0.685,-0.00491,0.495,17.057,0.2,1,18.796,0.503,1,NA,NA,0,17.899,0.061,4,17.042,0.277,4,NA,NA,0,NA,NA,0,NA,NA,0
344.756289,0.778,-0.115706,0.175,17.167,0.158,1,17.976,0.221,1,NA,NA,0,18.087,0.161,1,16.841,0.124,1,NA,NA,0,NA,NA,0,NA,NA,0
344.756873,0.276,-0.105736,0.063,NA,NA,0,NA,NA,0,NA,NA,0,17.906,0.209,1,17.138,0.191,1,NA,NA,0,NA,NA,0,NA,NA,0
344.757493,0.254,0.669336,0.348,14.113,0.077,5,15.241,0.028,5,NA,NA,0,14.689,0.021,4,13.658,0.083,4,13.356,0.112,4,13.076,0.265,2,NA,NA,0
344.758997,0.295,-0.079975,0.373,NA,NA,0,NA,NA,0,NA,NA,0,17.914,0.105,3,16.994,0.169,3,NA,NA,0,NA,NA,0,NA,NA,0
344.760136,0.412,0.268414,0.259,14.162,0.114,5,14.827,0.059,5,NA,NA,0,14.485,0.005,4,13.98,0.141,4,13.856,0.155,4,NA,NA,0,NA,NA,0
344.760533,0.423,0.724092,0.325,16.317,0.041,2,17.866,0.236,2,NA,NA,0,17.107,0.033,4,15.811,0.157,4,15.501,0.163,4,NA,NA,0,NA,NA,0
344.762764,0.642,0.273126,0.514,NA,NA,0,NA,NA,0,NA,NA,0,17.807,0.108,3,16.436,0.099,3,16.041,0.177,2,NA,NA,0,NA,NA,0
344.763055,0.234,0.407768,0.307,15.047,0.081,5,15.83,0.054,5,NA,NA,0,15.421,0.015,4,14.82,0.134,4,14.581,0.084,4,NA,NA,0,NA,NA,0
344.766739,0.39,0.586043,0.419,17.31,0.183,2,17.868,0.172,2,NA,NA,0,17.735,0.1,2,16.973,0.217,2,NA,NA,0,NA,NA,0,NA,NA,0
344.766796,0.265,0.019186,0.302,14.137,0.093,4,15.198,0.058,4,NA,NA,0,14.695,0.009,5,13.763,0.122,5,13.47,0.171,5,13.236,0.006,2,NA,NA,0
344.767367,0.486,-0.164576,0.473,17.802,0.272,1,18.097,0.248,1,NA,NA,0,18.059,0.143,1,17.39,0.25,1,NA,NA,0,NA,NA,0,NA,NA,0
344.771941,0.308,0.655834,0.231,15.525,0.067,5,16.431,0.089,5,NA,NA,0,15.983,0.07,4,15.236,0.13,4,14.929,0.202,4,NA,NA,0,NA,NA,0
344.772309,0.448,0.147711,0.615,16.953,0.287,4,17.719,0.178,4,NA,NA,0,17.387,0.061,4,16.845,0.105,4,NA,NA,0,NA,NA,0,NA,NA,0
344.772985,0.248,0.376908,0.504,14.403,0.097,5,15.398,0.05,5,NA,NA,0,14.886,0.02,4,14.07,0.13,4,13.819,0.128,4,NA,NA,0,NA,NA,0
344.773945,0.249,0.008552,0.454,16.401,0.244,5,17.041,0.141,5,NA,NA,0,16.715,0.044,5,16.063,0.208,5,15.826,0.27,5,NA,NA,0,NA,NA,0
344.779092,0.351,0.19306,0.296,NA,NA,0,NA,NA,0,NA,NA,0,18.181,0.177,1,17.444,0.281,1,NA,NA,0,NA,NA,0,NA,NA,0
344.779787,0.585,0.280358,0.424,17.198,0.114,2,17.75,0.049,2,NA,NA,0,17.484,0.037,4,17.101,0.052,4,NA,NA,0,NA,NA,0,NA,NA,0
344.782128,0.3,0.264994,0.335,13.702,0.096,5,14.39,0.062,5,NA,NA,0,14.038,0.014,4,13.471,0.136,4,13.322,0.166,4,13.192,0.133,1,NA,NA,0
344.78247,0.458,0.517068,0.387,16.694,0.131,4,17.141,0.089,5,NA,NA,0,16.961,0.112,4,16.507,0.112,4,16.133,0.137,3,NA,NA,0,NA,NA,0
344.78706,0.475,-0.168047,0.574,17.506,0.097,2,18.042,0.041,2,NA,NA,0,17.467,0.071,3,16.955,0.178,3,16.691,0.26,1,NA,NA,0,NA,NA,0
344.787436,0.667,-0.028076,0.593,17.707,0.341,1,18.318,0.366,1,NA,NA,0,18.546,0.239,1,17.945,0.451,1,NA,NA,0,NA,NA,0,NA,NA,0
344.787948,0.717,0.136332,0.303,16.875,0.163,1,18.05,0.266,1,NA,NA,0,17.993,0.159,1,16.666,0.145,1,NA,NA,0,NA,NA,0,NA,NA,0
344.789398,0.44,0.107841,0.311,NA,NA,0,NA,NA,0,NA,NA,0,18.616,0.271,1,17.495,0.299,1,NA,NA,0,NA,NA,0,NA,NA,0
344.789668,0.317,0.341325,0.234,15.797,0.086,5,16.985,0.117,5,NA,NA,0,16.492,0.057,4,15.357,0.124,4,15.026,0.166,4,NA,NA,0,NA,NA,0
344.790141,0.44,0.297841,0.333,14.554,0.119,5,15.863,0.039,5,NA,NA,0,15.283,0.016,4,13.979,0.123,4,13.447,0.132,4,13.093,0.121,1,NA,NA,0
344.791302,0.468,0.233199,0.358,NA,NA,0,NA,NA,0,NA,NA,0,18.162,0.139,2,16.94,0.212,2,15.967,0.226,1,NA,NA,0,NA,NA,0
344.796063,0.605,0.68805,0.434,16.956,0.042,4,17.413,0.165,4,NA,NA,0,17.233,0.072,4,16.615,0.178,4,16.254,0.209,2,NA,NA,0,NA,NA,0
344.797708,0.232,0.132048,0.256,12.884,0.106,6,13.863,0.036,6,NA,NA,0,13.366,0.009,4,12.521,0.136,4,12.245,0.146,4,12.177,0.054,2,NA,NA,0
344.798402,0.432,-0.017033,0.29,15.301,0.114,5,16.487,0.117,5,NA,NA,0,15.957,0.047,5,14.765,0.129,5,14.373,0.204,5,NA,NA,0,NA,NA,0
344.798588,0.165,0.529931,0.015,NA,NA,0,NA,NA,0,NA,NA,0,18.143,0.15,1,17.123,0.184,1,NA,NA,0,NA,NA,0,NA,NA,0
344.799086,0.544,0.333932,0.397,16.778,0.369,5,17.428,0.232,5,NA,NA,0,17.029,0.067,4,16.46,0.154,4,16.267,0.021,2,NA,NA,0,NA,NA,0
344.799159,0.323,0.396978,0.218,15.609,0.137,5,16.676,0.1,5,NA,NA,0,16.106,0.022,4,15.287,0.107,4,15.103,0.162,4,NA,NA,0,NA,NA,0
344.803343,0.316,0.568647,0.224,16.118,0.103,5,17.131,0.151,5,NA,NA,0,16.664,0.056,4,15.861,0.1,4,15.62,0.174,4,NA,NA,0,NA,NA,0
344.805132,0.273,-0.109053,0.444,16.043,0.043,3,16.814,0.029,3,NA,NA,0,16.37,0.006,3,15.851,0.03,3,15.601,0.102,3,NA,NA,0,NA,NA,0
344.805189,0.269,-0.032714,0.38,15.981,0.13,4,17.558,0.096,4,NA,NA,0,16.807,0.053,5,15.321,0.14,5,14.433,0.163,5,NA,NA,0,NA,NA,0
344.805885,0.315,-0.106193,0.418,15.824,0.035,3,16.525,0.047,3,NA,NA,0,16.167,0.023,3,15.581,0.008,3,15.448,0.059,3,NA,NA,0,NA,NA,0
344.806886,0.542,0.038997,0.461,16.088,0.13,5,17.449,0.055,5,NA,NA,0,16.829,0.068,5,15.58,0.16,5,15.31,0.096,5,NA,NA,0,NA,NA,0
344.807726,0.473,0.310168,0.298,14.834,0.112,5,15.786,0.043,5,NA,NA,0,15.318,0.028,4,14.518,0.116,4,14.329,0.164,4,NA,NA,0,NA,NA,0
344.808187,0.459,0.74684,0.437,16.514,0.136,3,17.7,0.086,3,NA,NA,0,17.197,0.066,4,16.051,0.123,4,15.658,0.066,4,NA,NA,0,NA,NA,0
344.809828,0.402,-0.042527,0.259,15.089,0.126,5,15.81,0.075,5,NA,NA,0,15.435,0.01,5,14.863,0.128,5,14.697,0.201,5,NA,NA,0,NA,NA,0
344.810881,0.556,0.081963,0.723,17.22,0.323,3,17.848,0.185,3,NA,NA,0,17.591,0.136,5,16.884,0.252,5,16.525,0.289,3,NA,NA,0,NA,NA,0
344.811976,0.303,0.293849,0.332,14.297,0.097,5,15.403,0.055,5,NA,NA,0,14.854,0.001,4,13.876,0.116,4,13.481,0.119,4,13.387,0.159,1,NA,NA,0
344.812008,0.664,0.155124,0.452,16.359,0.067,3,18.009,0.161,3,NA,NA,0,17.23,0.058,4,15.735,0.105,4,15.112,0.131,4,NA,NA,0,NA,NA,0
344.812757,0.073,0.574281,0.073,NA,NA,0,NA,NA,0,NA,NA,0,18.157,0.163,1,16.867,0.146,1,NA,NA,0,NA,NA,0,NA,NA,0
344.813388,0.456,0.625089,0.503,16.905,0.217,2,17.578,0.137,2,NA,NA,0,17.205,0.105,4,16.508,0.12,4,16.279,0.241,3,NA,NA,0,NA,NA,0
344.813446,0.658,0.187698,0.596,NA,NA,0,NA,NA,0,NA,NA,0,17.785,0.109,4,16.554,0.164,4,15.922,0.19,4,NA,NA,0,NA,NA,0
344.814192,0.28,0.645905,0.342,16.067,0.122,5,16.917,0.055,5,NA,NA,0,16.526,0.044,4,15.783,0.055,4,15.562,0.188,4,NA,NA,0,NA,NA,0
344.81439,0.388,0.455769,0.451,16.805,0.116,2,18.129,0.166,2,NA,NA,0,17.6,0.102,4,16.406,0.097,4,16.068,0.132,4,NA,NA,0,NA,NA,0
344.815343,0.589,-0.130035,0.519,NA,NA,0,NA,NA,0,NA,NA,0,17.713,0.063,3,17.389,0.177,3,NA,NA,0,NA,NA,0,NA,NA,0
344.815947,0.272,0.313389,0.23,15.868,0.089,5,16.611,0.062,5,NA,NA,0,16.256,0.026,4,15.7,0.104,4,15.509,0.153,4,NA,NA,0,NA,NA,0
344.817959,0.075,0.08989,0.152,NA,NA,0,NA,NA,0,NA,NA,0,18.681,0.283,1,17.632,0.249,1,NA,NA,0,NA,NA,0,NA,NA,0
344.819713,0.44,0.350912,0.279,16.106,0.187,5,17.162,0.141,5,NA,NA,0,16.641,0.055,4,15.787,0.15,4,15.422,0.134,4,NA,NA,0,NA,NA,0
344.819869,0.643,0.279817,0.238,15.349,0.145,5,16.178,0.033,5,NA,NA,0,15.775,0.018,4,15.088,0.119,4,14.795,0.109,4,NA,NA,0,NA,NA,0
344.819999,0.342,-0.064712,0.232,14.194,0.11,4,14.948,0.028,4,NA,NA,0,14.576,0.027,5,13.963,0.131,5,13.807,0.164,5,13.824,0.232,1,NA,NA,0
344.820365,0.571,0.005837,0.403,16.3,0.132,5,17.346,0.167,5,NA,NA,0,16.854,0.032,5,15.957,0.11,5,15.699,0.207,5,NA,NA,0,NA,NA,0
344.821013,0.499,-0.073058,0.393,14.132,0.132,5,14.945,0.047,5,NA,NA,0,14.542,0.01,5,13.891,0.137,5,13.719,0.178,5,13.554,0.186,1,NA,NA,0
344.821729,0.369,-0.14182,0.344,16.434,0.049,2,17.834,0.12,2,NA,NA,0,17.281,0.074,3,15.654,0.039,3,14.47,0.067,3,NA,NA,0,NA,NA,0
344.822098,0.349,0.536144,0.263,15.343,0.097,5,16.04,0.06,5,NA,NA,0,15.69,0.032,4,15.124,0.092,4,14.904,0.089,4,NA,NA,0,NA,NA,0
344.82547,0.328,0.272793,0.285,15.905,0.103,4,16.814,0.038,4,NA,NA,0,16.377,0.039,1,15.701,0.048,1,NA,NA,0,NA,NA,0,NA,NA,0
344.826477,0.186,0.177135,0.256,10.396,0.091,8,11.75,0.038,6,NA,NA,0,11.048,0.029,5,9.966,0.071,2,9.533,0.06,2,9.214,0.034,2,NA,NA,0
344.826572,0.357,0.002814,0.619,16.895,0.347,2,18.016,0.102,2,NA,NA,0,17.424,0.08,5,16.539,0.17,5,16.54,0.149,3,NA,NA,0,NA,NA,0
344.828009,0.537,0.166627,0.384,14.019,0.1,6,14.865,0.062,6,NA,NA,0,14.421,0.011,4,13.765,0.125,4,13.583,0.137,4,NA,NA,0,NA,NA,0
344.828788,0.221,0.071929,0.303,14.054,0.097,5,14.973,0.062,5,NA,NA,0,14.517,0.004,5,13.747,0.128,5,13.545,0.17,5,13.288,0.146,1,NA,NA,0
344.830345,0.187,0.268097,0.158,11.275,0.099,5,12.234,0.038,5,NA,NA,0,11.755,0.019,4,10.951,0.1,5,10.732,0.127,6,10.634,0.003,2,NA,NA,0
344.833262,0.399,0.136933,0.383,17.415,0.197,1,17.397,0.129,1,NA,NA,0,17.274,0.084,1,17.612,0.237,1,NA,NA,0,NA,NA,0,NA,NA,0
344.835453,0.261,0.04295,0.344,15.695,0.089,5,16.4,0.11,5,NA,NA,0,16.061,0.031,5,15.475,0.167,5,15.176,0.191,5,NA,NA,0,NA,NA,0
344.835993,0.259,0.5397,0.263,NA,NA,0,NA,NA,0,NA,NA,0,17.865,0.127,1,17.414,0.235,1,NA,NA,0,NA,NA,0,NA,NA,0
344.838405,0.26,0.281888,0.3,NA,NA,0,NA,NA,0,NA,NA,0,18.31,0.211,1,17.076,0.207,1,NA,NA,0,NA,NA,0,NA,NA,0
344.842324,0.335,-0.129735,0.333,16.497,0.08,3,17.407,0.059,3,NA,NA,0,17.111,0.051,3,16.152,0.067,3,15.832,0.11,3,NA,NA,0,NA,NA,0
344.842951,0.431,0.162329,0.403,15.003,0.135,6,15.84,0.054,6,NA,NA,0,15.416,0.021,4,14.715,0.139,4,14.561,0.193,4,NA,NA,0,NA,NA,0
344.845321,0.687,0.579359,0.325,NA,NA,0,NA,NA,0,NA,NA,0,17.163,0.12,3,16.656,0.098,3,16.319,0.201,1,NA,NA,0,NA,NA,0
344.845646,0.53,0.576337,0.427,16.251,0.109,5,17.191,0.072,5,NA,NA,0,16.665,0.034,3,15.866,0.121,4,15.468,0.143,4,NA,NA,0,NA,NA,0
344.846579,0.52,0.689996,0.248,NA,NA,0,NA,NA,0,NA,NA,0,18.474,0.213,1,17.045,0.17,1,NA,NA,0,NA,NA,0,NA,NA,0
344.847769,0.512,0.176706,0.417,16.627,0.181,3,17.735,0.391,3,NA,NA,0,17.293,0.108,4,16.242,0.158,4,15.933,0.159,4,NA,NA,0,NA,NA,0
344.850072,0.621,0.678278,0.609,17.727,0.283,1,18.19,0.258,1,NA,NA,0,17.377,0.33,2,17.723,0.257,2,NA,NA,0,NA,NA,0,NA,NA,0
344.852753,0.534,0.66504,0.718,NA,NA,0,NA,NA,0,NA,NA,0,18.022,0.147,4,17.028,0.267,4,16.107,0.157,3,NA,NA,0,NA,NA,0
344.854452,0.71,-0.054731,0.664,17.29,0.399,2,17.889,0.043,2,NA,NA,0,17.768,0.1,5,17.02,0.12,5,NA,NA,0,NA,NA,0,NA,NA,0
344.854584,0.521,-0.006464,0.517,16.707,0.222,5,17.606,0.095,5,NA,NA,0,17.306,0.061,5,16.557,0.073,5,15.979,0.343,4,NA,NA,0,NA,NA,0
344.854964,0.818,0.181202,0.24,NA,NA,0,NA,NA,0,NA,NA,0,18.09,0.174,1,17.342,0.187,1,NA,NA,0,NA,NA,0,NA,NA,0
344.856458,0.377,-0.026101,0.324,16.083,0.127,5,17.281,0.083,5,NA,NA,0,16.646,0.044,5,15.642,0.141,5,15.221,0.185,5,NA,NA,0,NA,NA,0
344.858741,0.243,0.033344,0.302,15.279,0.117,5,16.304,0.091,5,NA,NA,0,15.814,0.021,5,14.836,0.118,5,14.544,0.163,5,NA,NA,0,NA,NA,0
344.858986,0.491,0.632757,0.443,16.816,0.125,1,17.795,0.183,1,NA,NA,0,17.721,0.016,4,16.696,0.2,4,NA,NA,0,NA,NA,0,NA,NA,0
344.860295,0.311,0.228567,0.305,14.783,0.113,6,15.696,0.031,6,NA,NA,0,15.242,0.013,4,14.469,0.104,4,14.216,0.17,4,NA,NA,0,NA,NA,0
344.861843,0.753,0.14515,0.413,15.156,0.08,6,16.059,0.047,6,NA,NA,0,15.642,0.009,4,14.862,0.144,4,14.557,0.168,4,NA,NA,0,NA,NA,0
344.863443,0.708,0.446741,0.432,16.825,0.195,5,17.53,0.31,5,NA,NA,0,17.16,0.097,4,16.612,0.095,4,16.206,0.118,3,NA,NA,0,NA,NA,0
344.86523,0.219,0.507689,0.137,13.258,0.083,5,14.599,0.049,5,NA,NA,0,13.97,0.017,4,12.662,0.094,4,12.142,0.109,4,11.976,0.026,2,NA,NA,0
344.866618,0.326,0.43378,0.27,15.16,0.109,5,16.076,0.123,5,NA,NA,0,15.626,0.038,4,14.899,0.139,4,14.722,0.144,4,NA,NA,0,NA,NA,0
344.866857,0.608,0.324705,0.402,16.507,0.128,4,17.188,0.076,4,NA,NA,0,16.91,0.064,4,16.23,0.145,4,16.043,0.142,4,NA,NA,0,NA,NA,0
344.870192,0.965,-0.01436,0.615,17.122,0.073,2,18.316,0.189,2,NA,NA,0,17.938,0.197,5,16.559,0.139,5,15.847,0.358,4,NA,NA,0,NA,NA,0
344.871097,0.379,-0.071719,0.476,16.725,0.298,4,17.341,0.133,4,NA,NA,0,17.122,0.059,5,16.49,0.215,5,16.283,0.311,4,NA,NA,0,NA,NA,0
344.875781,0.436,0.323649,0.265,14.338,0.099,5,15.341,0.07,5,NA,NA,0,14.838,0.022,4,13.964,0.113,4,13.693,0.144,4,13.296,0.199,2,NA,NA,0
344.877444,0.575,0.237053,0.544,16.794,0.126,5,17.537,0.273,5,NA,NA,0,17.097,0.056,4,16.453,0.159,4,16.143,0.201,4,NA,NA,0,NA,NA,0
344.877543,0.567,0.510252,0.146,17.487,0.253,1,18.056,0.224,1,NA,NA,0,17.646,0.107,1,17.275,0.216,1,NA,NA,0,NA,NA,0,NA,NA,0
344.878574,0.156,0.255782,0.182,12.013,0.1,5,13.112,0.038,5,NA,NA,0,12.56,0.012,4,11.646,0.118,4,11.339,0.13,4,11.247,0.049,2,NA,NA,0
344.879219,0.608,0.4279,0.521,16.685,0.129,5,17.462,0.094,5,NA,NA,0,17.038,0.048,4,16.54,0.329,4,16.27,0.229,2,NA,NA,0,NA,NA,0
344.879296,0.353,0.368765,0.314,13.593,0.101,5,14.401,0.046,5,NA,NA,0,13.987,0.003,4,13.336,0.113,4,13.151,0.116,4,12.907,0.073,2,NA,NA,0
344.884626,0.498,-0.078654,0.371,17.066,0.161,3,17.705,0.225,3,NA,NA,0,17.529,0.066,4,16.759,0.046,4,16.304,0.043,2,NA,NA,0,NA,NA,0
344.885296,0.321,0.669233,0.234,14.785,0.078,5,15.418,0.078,5,NA,NA,0,15.117,0.037,4,14.611,0.082,4,14.497,0.153,4,NA,NA,0,NA,NA,0
344.888683,0.333,0.619628,0.301,14.161,0.081,5,15.071,0.061,5,NA,NA,0,14.606,0.015,4,13.863,0.088,4,13.647,0.093,4,13.685,0.214,1,NA,NA,0
344.889722,0.191,0.577687,0.24,NA,NA,0,NA,NA,0,NA,NA,0,18.351,0.191,1,17.327,0.213,1,NA,NA,0,NA,NA,0,NA,NA,0
344.889742,0.124,0.644225,0.116,12.138,0.084,5,12.782,0.054,5,NA,NA,0,12.445,0.031,4,11.931,0.096,4,11.811,0.113,4,11.862,0.002,2,NA,NA,0
344.890669,0.228,0.324247,0.203,14.772,0.094,5,15.681,0.044,5,NA,NA,0,15.242,0.011,4,14.492,0.101,4,14.295,0.14,4,NA,NA,0,NA,NA,0
344.892741,0.327,0.677133,0.233,15.063,0.086,5,15.761,0.041,5,NA,NA,0,15.422,0.033,4,14.8,0.082,4,14.67,0.111,4,NA,NA,0,NA,NA,0
344.895785,0.257,0.482548,0.207,14.96,0.092,5,16.007,0.037,5,NA,NA,0,15.507,0.017,4,14.539,0.105,4,14.268,0.144,4,NA,NA,0,NA,NA,0
344.897159,0.166,0.272137,0.247,11.194,0.089,5,12.039,0.036,5,NA,NA,0,11.61,0.012,4,10.922,0.1,5,10.759,0.128,6,10.696,0.012,2,NA,NA,0
344.89904,0.212,0.397741,0.091,9.46,0.04,2,10.168,0.039,5,NA,NA,0,9.931,0.195,4,9.206,0.05,2,9.028,0.014,2,8.908,0.004,2,NA,NA,0
344.903876,0.363,0.248169,0.413,15.581,0.123,5,16.326,0.049,5,NA,NA,0,15.954,0.048,4,15.337,0.119,4,15.171,0.107,4,NA,NA,0,NA,NA,0
344.907419,0.164,0.035286,0.207,12.74,0.108,5,13.584,0.038,5,NA,NA,0,13.164,0.006,5,12.45,0.122,5,12.22,0.172,5,12.135,0.175,2,NA,NA,0
344.908124,0.334,0.058872,0.374,16.817,0.148,1,17.843,0.206,1,NA,NA,0,17.732,0.086,5,16.302,0.103,5,15.508,0.086,5,NA,NA,0,NA,NA,0
344.908406,0.371,0.137836,0.393,17.134,0.161,2,18.08,0.242,2,NA,NA,0,17.652,0.083,4,17.005,0.309,4,NA,NA,0,NA,NA,0,NA,NA,0
344.910426,0.496,0.193274,0.56,16.608,0.171,4,17.56,0.116,4,NA,NA,0,17.126,0.084,4,16.298,0.092,4,15.949,0.155,4,NA,NA,0,NA,NA,0
344.911313,0.182,0.157416,0.232,12.151,0.103,6,12.738,0.043,6,NA,NA,0,12.43,0.011,4,11.953,0.132,4,11.855,0.131,4,11.869,0.033,2,NA,NA,0
344.911994,0.787,0.397706,0.23,16.738,0.178,1,17.792,0.237,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
344.914212,0.799,-0.039276,0.463,17.021,0.15,3,17.574,0.239,3,NA,NA,0,17.198,0.075,5,16.504,0.122,5,16.248,0.254,4,NA,NA,0,NA,NA,0
344.914393,0.306,0.384526,0.35,14.236,0.096,5,14.925,0.06,5,NA,NA,0,14.558,0.027,4,14.038,0.111,4,13.919,0.121,4,NA,NA,0,NA,NA,0
344.914602,0.42,0.076477,0.376,16.139,0.11,5,17.139,0.143,5,NA,NA,0,16.56,0.05,5,15.737,0.12,5,15.439,0.275,5,NA,NA,0,NA,NA,0
344.914776,0.341,0.362512,0.34,14.409,0.086,5,15.178,0.053,5,NA,NA,0,14.776,0.02,4,14.155,0.118,4,13.953,0.132,4,NA,NA,0,NA,NA,0
344.919336,0.45,0.415312,0.267,16.415,0.134,3,17.656,0.115,3,NA,NA,0,17.11,0.068,4,15.908,0.107,4,15.439,0.153,4,NA,NA,0,NA,NA,0
344.919867,0.583,0.096632,0.738,17.545,0.199,2,18.006,0.112,2,NA,NA,0,17.98,0.07,4,17.341,0.235,4,NA,NA,0,NA,NA,0,NA,NA,0
344.919965,0.53,0.532911,0.573,NA,NA,0,NA,NA,0,NA,NA,0,17.983,0.056,3,16.816,0.079,3,16.321,0.213,1,NA,NA,0,NA,NA,0
344.920496,0.28,0.497095,0.126,NA,NA,0,NA,NA,0,NA,NA,0,18.245,0.009,2,17.08,0.065,2,16.271,0.123,2,NA,NA,0,NA,NA,0
344.920826,0.279,0.644103,0.301,15.819,0.172,5,16.535,0.096,5,NA,NA,0,16.188,0.02,4,15.637,0.073,4,15.562,0.118,4,NA,NA,0,NA,NA,0
344.924322,0.199,0.131221,0.252,12.175,0.101,6,12.848,0.046,6,NA,NA,0,12.491,0.012,4,11.945,0.134,4,11.816,0.146,4,11.87,0.104,2,NA,NA,0
344.92483,0.413,0.532703,0.617,NA,NA,0,NA,NA,0,NA,NA,0,18.395,0.226,1,17.577,0.237,1,NA,NA,0,NA,NA,0,NA,NA,0
344.926582,0.231,0.033428,0.263,12.818,0.103,5,13.207,0.034,5,NA,NA,0,12.991,0.023,5,12.729,0.126,5,12.741,0.191,5,12.628,0.073,2,NA,NA,0
344.927625,0.758,-0.013491,0.452,16.565,0.114,5,17.255,0.098,5,NA,NA,0,16.87,0.07,5,16.159,0.172,5,15.921,0.25,5,NA,NA,0,NA,NA,0
344.928232,0.148,0.111652,0.243,12.025,0.113,5,12.598,0.041,5,NA,NA,0,12.311,0.011,5,11.841,0.128,5,11.724,0.131,4,11.8,0.043,2,NA,NA,0
344.928847,0.458,0.588789,0.285,14.349,0.098,5,15.775,0.044,5,NA,NA,0,15.125,0.026,4,13.735,0.082,4,13.149,0.091,4,12.957,0.107,2,NA,NA,0
344.929623,0.223,0.627179,0.285,15.908,0.088,5,16.772,0.093,5,NA,NA,0,16.32,0.035,4,15.628,0.13,4,15.447,0.135,4,NA,NA,0,NA,NA,0
344.93159,0.558,0.093242,0.448,15.493,0.11,5,16.482,0.065,5,NA,NA,0,16.015,0.034,5,15.092,0.155,5,14.828,0.201,5,NA,NA,0,NA,NA,0
344.932042,0.526,0.087634,0.511,16.819,0.091,4,17.623,0.071,4,NA,NA,0,17.23,0.088,5,16.322,0.172,5,16.069,0.154,3,NA,NA,0,NA,NA,0
344.935077,0.153,0.357196,0.082,11.145,0.098,5,11.791,0.05,5,NA,NA,0,11.463,0.015,4,10.951,0.108,5,10.828,0.117,6,10.777,0,2,NA,NA,0
344.93672,0.231,0.587787,0.376,NA,NA,0,NA,NA,0,NA,NA,0,18.004,0.09,2,16.683,0.2,2,15.667,0.167,2,NA,NA,0,NA,NA,0
344.940931,0.332,0.447635,0.284,15.971,0.049,5,16.753,0.205,5,NA,NA,0,16.39,0.045,4,15.814,0.131,4,15.754,0.269,4,NA,NA,0,NA,NA,0
344.941756,0.972,0.042083,0.568,16.752,0.141,1,17.869,0.234,1,NA,NA,0,17.567,0.13,5,16.338,0.128,5,15.818,0.152,5,NA,NA,0,NA,NA,0
344.944156,0.213,0.144617,0.413,15.138,0.108,6,16.092,0.054,6,NA,NA,0,15.573,0.031,4,14.771,0.138,4,14.535,0.128,4,NA,NA,0,NA,NA,0
344.945357,0.484,0.164384,0.592,16.4,0.172,4,17.632,0.137,4,NA,NA,0,17.005,0.068,4,15.891,0.111,4,15.454,0.158,4,NA,NA,0,NA,NA,0
344.946017,0.344,0.157321,0.355,15.852,0.104,6,16.757,0.124,6,NA,NA,0,16.264,0.06,4,15.595,0.118,4,15.499,0.271,4,NA,NA,0,NA,NA,0
344.946195,0.194,0.529001,0.103,12.475,0.098,5,13.25,0.057,5,NA,NA,0,12.856,0.02,4,12.237,0.1,4,12.076,0.112,4,11.97,0.039,2,NA,NA,0
344.946626,0.218,0.411504,0.242,13.512,0.09,5,14.21,0.046,5,NA,NA,0,13.86,0.014,4,13.303,0.109,4,13.156,0.102,4,13.275,0.151,1,NA,NA,0
344.947074,0.386,0.418679,0.555,15.651,0.113,5,16.267,0.083,5,NA,NA,0,15.96,0.021,4,15.394,0.088,4,15.276,0.192,4,NA,NA,0,NA,NA,0
344.948052,0.506,0.21796,0.406,16.468,0.173,6,17.156,0.128,6,NA,NA,0,16.867,0.07,4,16.236,0.194,4,16.072,0.321,4,NA,NA,0,NA,NA,0
344.956265,0.49,0.038175,0.439,NA,NA,0,NA,NA,0,NA,NA,0,18.049,0.111,3,17.264,0.062,3,NA,NA,0,NA,NA,0,NA,NA,0
