radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
344.594507,0.362,0.056937,0.35,16.34,0.243,2,18.38,0.191,2,NA,NA,0,17.314,0.092,4,15.753,0.131,4,14.992,0.157,4,NA,NA,0,NA,NA,0
344.594533,0.247,0.333468,0.318,15.017,0.102,5,15.804,0.088,5,NA,NA,0,15.396,0.019,4,14.774,0.148,4,14.595,0.117,4,NA,NA,0,NA,NA,0
344.596966,0.139,0.271215,0.512,NA,NA,0,NA,NA,0,NA,NA,0,17.915,0.138,1,16.658,0.132,1,NA,NA,0,NA,NA,0,NA,NA,0
344.597051,0.003,0.267856,0.037,NA,NA,0,NA,NA,0,NA,NA,0,17.746,0.115,1,16.6,0.132,1,NA,NA,0,NA,NA,0,NA,NA,0
344.59729,0.217,0.030821,0.25,15.477,0.095,4,16.393,0.072,4,NA,NA,0,15.985,0.028,4,15.222,0.141,4,14.967,0.153,4,NA,NA,0,NA,NA,0
344.597526,0.335,0.817665,0.186,14.196,0.087,5,15.06,0.063,5,NA,NA,0,14.627,0.025,4,13.894,0.094,4,13.649,0.128,4,13.305,0.157,1,NA,NA,0
344.598315,0.191,-0.097654,0.173,15.221,0.056,2,15.879,0.033,2,NA,NA,0,15.556,0.023,2,15.071,0.013,2,14.947,0.118,2,NA,NA,0,NA,NA,0
344.598317,0.883,-0.050228,0.336,14.384,0.135,4,15.286,0.047,4,NA,NA,0,14.86,0.02,4,14.098,0.167,4,13.893,0.141,4,13.63,0.203,1,NA,NA,0
344.598323,0.495,0.629268,0.303,16.557,0.076,4,17.379,0.174,4,NA,NA,0,17.165,0.096,4,16.224,0.052,4,16.126,0.243,3,NA,NA,0,NA,NA,0
344.59856,0.175,0.117404,0.127,11.262,0.114,4,12.624,0.029,4,NA,NA,0,11.959,0.014,4,10.807,0.14,6,10.363,0.144,6,10.12,0.028,2,NA,NA,0
344.599297,0.265,-0.144423,0.213,NA,NA,0,NA,NA,0,NA,NA,0,17.926,0.144,1,17.209,0.165,1,NA,NA,0,NA,NA,0,NA,NA,0
344.600427,0.491,0.174987,0.223,14.517,0.122,5,15.39,0.047,5,NA,NA,0,14.945,0.019,4,14.205,0.139,4,13.972,0.129,4,13.598,0.195,1,NA,NA,0
344.600889,0.255,0.042439,0.1,12.846,0.123,4,13.985,0.017,4,NA,NA,0,13.437,0.01,4,12.408,0.154,4,12.107,0.152,4,11.978,0.144,2,NA,NA,0
344.601548,0.287,0.694148,0.242,15.672,0.051,5,16.727,0.099,5,NA,NA,0,16.209,0.033,4,15.319,0.135,4,15.001,0.106,4,NA,NA,0,NA,NA,0
344.605184,0.991,0.073396,0.197,NA,NA,0,NA,NA,0,NA,NA,0,18.44,0.201,2,16.717,0.206,2,15.982,0.132,2,NA,NA,0,NA,NA,0
344.605271,0.721,-0.016993,0.333,16.714,0.195,4,17.807,0.399,4,NA,NA,0,17.243,0.072,4,16.566,0.232,4,16.262,0.08,2,NA,NA,0,NA,NA,0
344.606122,0.385,0.799597,0.539,17.095,0.166,1,18.188,0.261,1,NA,NA,0,17.954,0.149,2,17.195,0.162,2,NA,NA,0,NA,NA,0,NA,NA,0
344.606185,0.245,0.673341,0.209,16.091,0.086,3,17.521,0.104,3,NA,NA,0,16.908,0.031,4,15.483,0.09,4,14.869,0.093,4,NA,NA,0,NA,NA,0
344.60659,0.144,-0.175998,0.3,14.376,0.001,2,15.063,0,2,NA,NA,0,14.698,0.005,2,14.212,0,2,14.008,0.035,2,NA,NA,0,NA,NA,0
344.606775,0.265,-0.238007,0.393,NA,NA,0,NA,NA,0,NA,NA,0,17.874,0.144,1,16.466,0.094,1,15.522,0.101,1,NA,NA,0,NA,NA,0
344.608012,0.05,0.112332,0.284,NA,NA,0,NA,NA,0,NA,NA,0,18.036,0.178,1,17.199,0.196,1,NA,NA,0,NA,NA,0,NA,NA,0
344.608628,0.429,0.354885,0.258,13.582,0.106,5,14.272,0.051,5,NA,NA,0,13.921,0.01,4,13.385,0.126,4,13.247,0.144,4,13.263,0.141,2,NA,NA,0
344.609371,0.422,0.566085,0.305,13.788,0.09,5,14.337,0.041,5,NA,NA,0,14.048,0.003,3,13.65,0.134,3,13.565,0.144,3,13.638,0.203,1,NA,NA,0
344.611724,0.377,0.335448,0.155,NA,NA,0,NA,NA,0,NA,NA,0,18.057,0.04,2,17.238,0.394,2,NA,NA,0,NA,NA,0,NA,NA,0
344.61287,0.406,0.576226,0.527,NA,NA,0,NA,NA,0,NA,NA,0,17.672,0.091,3,16.095,0.115,3,15.092,0.161,3,NA,NA,0,NA,NA,0
344.614406,0.258,0.194824,0.326,13.648,0.101,5,14.731,0.033,5,NA,NA,0,14.199,0.007,4,13.228,0.154,4,12.885,0.145,4,12.667,0.117,2,NA,NA,0
344.616001,0.361,0.392649,0.332,NA,NA,0,NA,NA,0,NA,NA,0,17.914,0.028,3,16.9,0.116,3,NA,NA,0,NA,NA,0,NA,NA,0
344.616189,0.447,-0.075172,0.456,16.42,0.304,4,17.358,0.189,4,NA,NA,0,16.908,0.046,4,16.208,0.228,4,15.912,0.371,4,NA,NA,0,NA,NA,0
344.616609,0.079,-0.234718,0.06,11.839,0.006,2,12.457,0.003,2,NA,NA,0,12.102,0.004,2,11.668,0.006,2,11.533,0.015,2,11.419,0.028,1,NA,NA,0
344.617239,0.497,0.146534,0.379,NA,NA,0,NA,NA,0,NA,NA,0,17.885,0.09,4,16.558,0.068,4,16.048,0.237,4,NA,NA,0,NA,NA,0
344.618205,0.427,0.029395,0.244,NA,NA,0,NA,NA,0,NA,NA,0,18.382,0.106,2,17.262,0.199,2,NA,NA,0,NA,NA,0,NA,NA,0
344.61854,0.115,0.083034,0.732,NA,NA,0,NA,NA,0,NA,NA,0,18.282,0.205,1,16.919,0.2,1,NA,NA,0,NA,NA,0,NA,NA,0
344.619392,0.461,0.685658,0.397,17.148,0.176,1,17.684,0.174,1,NA,NA,0,17.471,0.085,2,16.775,0.119,2,16.37,0.193,2,NA,NA,0,NA,NA,0
344.621289,0.483,-0.051447,0.324,16.49,0.125,4,17.39,0.216,4,NA,NA,0,16.989,0.055,4,16.269,0.227,4,16.19,0.196,3,NA,NA,0,NA,NA,0
344.621422,0.533,0.791097,0.318,17.297,0.186,1,18.227,0.273,1,NA,NA,0,17.77,0.111,1,16.872,0.147,1,NA,NA,0,NA,NA,0,NA,NA,0
344.621601,0.278,0.741168,0.257,15.181,0.107,5,15.745,0.072,5,NA,NA,0,15.42,0.025,4,14.969,0.125,4,14.858,0.099,4,NA,NA,0,NA,NA,0
344.622143,0.641,0.077109,0.568,16.323,0.134,3,17.501,0.061,3,NA,NA,0,17.012,0.094,4,15.872,0.166,4,15.697,0.156,4,NA,NA,0,NA,NA,0
344.6226,0.19,-0.144253,0.209,12.83,0.006,2,13.298,0.008,2,NA,NA,0,13.033,0.01,2,12.728,0.005,2,12.64,0.007,2,12.46,0.196,2,NA,NA,0
344.624283,0.748,0.613426,0.502,17.235,0.188,2,17.625,0.072,2,NA,NA,0,17.564,0.065,4,16.86,0.114,4,NA,NA,0,NA,NA,0,NA,NA,0
344.625324,0.349,-0.075612,0.343,NA,NA,0,NA,NA,0,NA,NA,0,17.803,0.182,2,17.427,0.245,2,NA,NA,0,NA,NA,0,NA,NA,0
344.625875,0.666,0.767189,0.412,NA,NA,0,NA,NA,0,NA,NA,0,18.033,0.14,1,16.92,0.155,1,NA,NA,0,NA,NA,0,NA,NA,0
344.627388,0.163,-0.009757,0.106,10.221,0.075,5,10.988,0.021,5,NA,NA,0,10.59,0.067,5,9.993,0.044,3,9.852,0.045,2,9.598,0.051,2,NA,NA,0
344.62908,0.58,0.790393,0.451,16.624,0.137,5,17.406,0.125,5,NA,NA,0,17.044,0.037,4,16.379,0.124,4,15.847,0.129,2,NA,NA,0,NA,NA,0
344.629119,0.483,0.492272,0.501,16.93,0.151,1,18.028,0.229,1,NA,NA,0,17.547,0.114,4,17.026,0.276,4,16.273,0.264,1,NA,NA,0,NA,NA,0
344.629229,0.812,0.394959,0.686,16.881,0.152,1,18.037,0.235,1,NA,NA,0,17.661,0.096,2,16.8,0.079,2,NA,NA,0,NA,NA,0,NA,NA,0
344.632974,0.243,0.309339,0.267,15.818,0.076,5,16.521,0.067,5,NA,NA,0,16.139,0.036,4,15.554,0.151,4,15.248,0.176,4,NA,NA,0,NA,NA,0
344.634029,0.53,0.52331,0.468,17.463,0.584,2,17.929,0.371,2,NA,NA,0,17.527,0.139,4,16.777,0.076,4,17.151,0.384,1,NA,NA,0,NA,NA,0
344.635318,0.134,-0.186723,0.064,10.255,0.012,3,10.957,0.007,3,NA,NA,0,10.647,0.096,3,10.037,0.013,3,9.924,0.008,1,9.747,0.008,1,NA,NA,0
344.636875,0.125,0.449435,0.094,11.533,0.101,5,12.138,0.043,5,NA,NA,0,11.832,0.014,4,11.34,0.132,4,11.238,0.138,4,11.226,0.022,2,NA,NA,0
344.637547,0.306,0.380861,0.236,15.575,0.102,5,16.441,0.06,5,NA,NA,0,16.018,0.033,4,15.274,0.123,4,15.036,0.165,4,NA,NA,0,NA,NA,0
344.641259,0.314,0.502198,0.158,NA,NA,0,NA,NA,0,NA,NA,0,17.951,0.144,1,17.213,0.214,1,NA,NA,0,NA,NA,0,NA,NA,0
344.64152,0.656,0.679131,0.365,16.916,0.138,1,17.587,0.151,1,NA,NA,0,17.263,0.119,4,16.303,0.072,4,15.99,0.083,4,NA,NA,0,NA,NA,0
344.642147,0.103,0.191843,0.011,17.229,0.213,1,18.08,0.249,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
344.642891,0.353,0.343081,0.209,16.292,0.103,3,17.664,0.152,3,NA,NA,0,17.047,0.074,4,15.62,0.117,4,14.792,0.142,4,NA,NA,0,NA,NA,0
344.644758,0.59,0.490582,0.277,NA,NA,0,NA,NA,0,NA,NA,0,18.14,0.129,2,16.736,0.16,2,16.095,0.228,1,NA,NA,0,NA,NA,0
344.648846,0.378,0.779392,0.332,13.846,0.076,5,14.511,0.069,5,NA,NA,0,14.168,0.026,4,13.624,0.101,4,13.478,0.092,4,13.152,0.116,2,NA,NA,0
344.651083,0.323,0.726076,0.215,15.752,0.108,5,16.5,0.064,5,NA,NA,0,16.147,0.044,4,15.52,0.133,4,15.301,0.043,4,NA,NA,0,NA,NA,0
344.651908,0.605,0.602865,0.373,NA,NA,0,NA,NA,0,NA,NA,0,17.984,0.044,3,16.819,0.178,3,15.851,0.184,3,NA,NA,0,NA,NA,0
344.656054,0.239,0.655095,0.195,14.571,0.083,5,15.35,0.063,5,NA,NA,0,14.967,0.018,4,14.345,0.118,4,14.151,0.117,4,NA,NA,0,NA,NA,0
344.656581,0.467,-0.097535,0.273,NA,NA,0,NA,NA,0,NA,NA,0,18.013,0.073,2,17.127,0.039,2,NA,NA,0,NA,NA,0,NA,NA,0
344.65689,0.522,0.198228,0.492,17.099,0.017,2,17.776,0.021,2,NA,NA,0,17.426,0.086,4,16.987,0.216,4,NA,NA,0,NA,NA,0,NA,NA,0
344.658986,0.69,0.00435,0.285,16.13,0.129,4,16.992,0.116,4,NA,NA,0,16.648,0.045,4,16.001,0.197,4,15.864,0.137,4,NA,NA,0,NA,NA,0
344.659167,0.907,0.584865,0.503,NA,NA,0,NA,NA,0,NA,NA,0,17.874,0.151,2,16.878,0.276,2,NA,NA,0,NA,NA,0,NA,NA,0
344.660967,0.447,0.29627,0.182,14.836,0.094,5,15.866,0.038,5,NA,NA,0,15.332,0.031,4,14.481,0.13,4,14.175,0.118,4,13.459,0.175,1,NA,NA,0
344.661072,0.6,0.606412,0.257,16.578,0.171,4,17.516,0.139,4,NA,NA,0,17.148,0.107,4,16.214,0.108,4,15.717,0.13,4,NA,NA,0,NA,NA,0
344.661937,0.212,0.578342,0.236,16.025,0.128,5,16.915,0.07,5,NA,NA,0,16.526,0.081,4,15.726,0.123,4,15.434,0.15,4,NA,NA,0,NA,NA,0
344.662931,0.005,0.424344,0.06,NA,NA,0,NA,NA,0,NA,NA,0,18.313,0.191,1,17.36,0.236,1,NA,NA,0,NA,NA,0,NA,NA,0
344.66456,0.34,0.193463,0.51,15.548,0.116,5,16.848,0.05,5,NA,NA,0,16.292,0.037,4,14.976,0.143,4,14.501,0.149,4,NA,NA,0,NA,NA,0
344.664805,0.067,0.174843,0.39,NA,NA,0,NA,NA,0,NA,NA,0,17.654,0.113,1,17.084,0.142,1,NA,NA,0,NA,NA,0,NA,NA,0
344.665935,0.697,0.078809,0.585,17.234,0.118,2,17.991,0.134,2,NA,NA,0,17.946,0.123,3,16.656,0.151,3,16.282,0.154,2,NA,NA,0,NA,NA,0
344.666014,0.332,-0.078159,0.246,14.866,0.065,3,15.667,0.042,3,NA,NA,0,15.229,0.017,3,14.582,0.08,3,14.452,0.113,3,NA,NA,0,NA,NA,0
344.666549,0.331,0.349216,0.346,14.252,0.097,5,15.241,0.056,5,NA,NA,0,14.76,0.012,4,13.891,0.108,4,13.561,0.14,4,13.495,0.178,1,NA,NA,0
344.666971,0.3,-0.190842,0.253,NA,NA,0,NA,NA,0,NA,NA,0,17.867,0.041,2,17.179,0.318,2,NA,NA,0,NA,NA,0,NA,NA,0
344.667829,0.127,0.274825,0.116,12.05,0.107,5,12.83,0.04,5,NA,NA,0,12.427,0.012,4,11.788,0.133,4,11.612,0.141,4,11.54,0.059,2,NA,NA,0
344.667959,0.714,-0.098369,0.345,13.75,0.005,2,14.423,0.006,2,NA,NA,0,14.07,0.01,2,13.554,0,2,13.376,0,2,13.187,0.133,2,NA,NA,0
344.668238,0.442,-0.036751,0.272,NA,NA,0,NA,NA,0,NA,NA,0,17.961,0.053,4,16.837,0.243,4,16.252,0.081,2,NA,NA,0,NA,NA,0
344.670384,0.459,0.570023,0.455,16.762,0.113,1,18.06,0.237,1,NA,NA,0,17.871,0.128,3,16.272,0.132,3,15.729,0.037,3,NA,NA,0,NA,NA,0
344.672556,0.353,0.701011,0.435,16.653,0.169,5,17.405,0.072,5,NA,NA,0,17.06,0.072,4,16.314,0.061,4,16.184,0.183,2,NA,NA,0,NA,NA,0
344.674712,0.491,0.810097,0.447,16.38,0.105,5,17.084,0.102,5,NA,NA,0,16.803,0.065,4,16.138,0.068,4,15.897,0.115,4,NA,NA,0,NA,NA,0
344.675031,0.38,-0.026783,0.239,13.978,0.108,4,14.994,0.03,4,NA,NA,0,14.493,0.011,4,13.618,0.147,4,13.36,0.175,4,13.162,0.103,2,NA,NA,0
344.675949,0.427,0.080032,0.504,NA,NA,0,NA,NA,0,NA,NA,0,17.908,0.142,1,17.233,0.167,1,17.28,0.433,1,NA,NA,0,NA,NA,0
344.676298,0.428,0.250109,0.333,16.639,0.124,4,17.244,0.089,4,NA,NA,0,17.005,0.078,4,16.505,0.161,4,16.182,0.178,3,NA,NA,0,NA,NA,0
344.676306,0.271,0.714421,0.213,15.445,0.095,5,16.427,0.078,5,NA,NA,0,15.96,0.027,4,14.974,0.105,4,14.64,0.095,4,NA,NA,0,NA,NA,0
344.676331,0.306,0.595422,0.27,16.602,0.07,4,17.413,0.076,4,NA,NA,0,17.102,0.098,3,16.395,0.191,3,16.155,0.046,3,NA,NA,0,NA,NA,0
344.677208,0.242,0.291796,0.388,13.866,0.098,5,14.535,0.041,5,NA,NA,0,14.195,0.011,4,13.643,0.134,4,13.505,0.128,4,13.716,0.205,1,NA,NA,0
344.677652,0.422,0.499443,0.363,16.748,0.159,5,17.217,0.136,5,NA,NA,0,17.035,0.085,4,16.541,0.07,4,16.271,0.267,4,NA,NA,0,NA,NA,0
344.678698,0.771,0.126625,0.511,NA,NA,0,NA,NA,0,NA,NA,0,17.907,0.229,3,17.219,0.175,3,16.007,0.242,1,NA,NA,0,NA,NA,0
344.679656,0.137,0.747712,0.194,13.506,0.089,5,14.112,0.053,5,NA,NA,0,13.8,0.028,4,13.309,0.111,4,13.207,0.101,4,13.103,0.124,1,NA,NA,0
344.683537,0.477,-0.057048,0.166,14.841,0.093,4,15.76,0.047,4,NA,NA,0,15.301,0.017,4,14.526,0.149,4,14.321,0.168,4,NA,NA,0,NA,NA,0
344.684232,0.414,0.308538,0.261,16.285,0.168,5,17.178,0.185,5,NA,NA,0,16.714,0.012,4,15.992,0.16,4,15.761,0.206,4,NA,NA,0,NA,NA,0
344.685251,0.299,0.434499,0.255,16.879,0.146,1,17.843,0.195,1,NA,NA,0,17.561,0.058,3,17.174,0.243,3,NA,NA,0,NA,NA,0,NA,NA,0
344.685915,0.231,0.006887,0.371,NA,NA,0,NA,NA,0,NA,NA,0,18.527,0.238,1,17.013,0.143,1,16.224,0.181,1,NA,NA,0,NA,NA,0
344.68646,0.781,0.157701,0.487,NA,NA,0,NA,NA,0,NA,NA,0,18.153,0.178,1,17.218,0.164,1,16.713,0.26,1,NA,NA,0,NA,NA,0
344.686797,0.168,-0.022851,0.409,NA,NA,0,NA,NA,0,NA,NA,0,17.812,0.131,1,17.394,0.207,1,NA,NA,0,NA,NA,0,NA,NA,0
344.687206,0.057,-0.17285,0.302,NA,NA,0,NA,NA,0,NA,NA,0,17.758,0.005,2,16.715,0.063,2,NA,NA,0,NA,NA,0,NA,NA,0
344.687715,0.403,0.259711,0.398,16.921,0.112,3,17.362,0.179,3,NA,NA,0,17.208,0.07,4,16.592,0.21,4,16.47,0.124,3,NA,NA,0,NA,NA,0
344.689762,0.643,0.768037,0.01,NA,NA,0,NA,NA,0,NA,NA,0,18.435,0.201,1,17.6,0.276,1,NA,NA,0,NA,NA,0,NA,NA,0
344.691231,0.245,0.533505,0.231,14.528,0.091,5,15.285,0.064,5,NA,NA,0,14.866,0.024,4,14.261,0.113,4,14.126,0.139,4,NA,NA,0,NA,NA,0
344.692104,0.459,0.459231,0.543,NA,NA,0,NA,NA,0,NA,NA,0,18.199,0.153,2,16.804,0.035,2,15.322,0.208,2,NA,NA,0,NA,NA,0
344.692572,0.479,0.486598,0.403,17.106,0.175,1,18.111,0.243,1,NA,NA,0,17.55,0.03,4,16.388,0.093,4,15.948,0.17,4,NA,NA,0,NA,NA,0
344.693322,0.391,0.527407,0.462,16.586,0.108,3,17.502,0.064,3,NA,NA,0,17.06,0.065,4,16.546,0.181,4,16.185,0.07,2,NA,NA,0,NA,NA,0
344.694526,0.103,0.566646,0.104,12.441,0.09,5,13.057,0.046,5,NA,NA,0,12.737,0.021,4,12.258,0.109,4,12.143,0.133,4,12.186,0.042,2,NA,NA,0
344.695814,0.514,0.356003,0.506,17.101,0.175,1,17.925,0.219,1,NA,NA,0,17.569,0.037,3,16.891,0.229,3,NA,NA,0,NA,NA,0,NA,NA,0
344.695845,0.547,-0.181692,0.303,16.124,0.013,2,17.846,0.072,2,NA,NA,0,16.854,0.013,2,15.463,0.058,2,14.417,0.032,2,NA,NA,0,NA,NA,0
344.695979,0.671,0.036436,0.378,16.64,0.076,4,17.417,0.07,4,NA,NA,0,17.084,0.068,4,16.47,0.183,4,16.01,0.074,2,NA,NA,0,NA,NA,0
344.696262,0.42,0.441135,0.754,NA,NA,0,NA,NA,0,NA,NA,0,17.993,0.085,2,17.273,0.196,2,NA,NA,0,NA,NA,0,NA,NA,0
344.698321,0.264,-0.141759,0.292,16.529,0.124,2,17.251,0.021,2,NA,NA,0,16.806,0.002,2,16.122,0.071,2,15.755,0.072,2,NA,NA,0,NA,NA,0
344.698541,0.386,0.259012,0.042,NA,NA,0,NA,NA,0,NA,NA,0,18.345,0.198,1,16.835,0.172,1,NA,NA,0,NA,NA,0,NA,NA,0
344.699267,0.474,0.01994,0.255,14.814,0.108,4,15.701,0.014,4,NA,NA,0,15.285,0.032,4,14.592,0.132,4,14.438,0.174,4,NA,NA,0,NA,NA,0
344.701318,0.305,0.80102,0.289,15.614,0.085,5,16.471,0.082,5,NA,NA,0,16.027,0.049,4,15.256,0.061,4,15.055,0.072,4,NA,NA,0,NA,NA,0
344.702486,0.344,0.139297,0.246,15.572,0.096,5,16.822,0.104,5,NA,NA,0,16.192,0.024,4,15.021,0.131,4,14.602,0.143,4,NA,NA,0,NA,NA,0
344.703487,0.561,0.229398,0.429,16.199,0.159,4,17.37,0.136,4,NA,NA,0,16.75,0.038,4,15.667,0.15,4,15.196,0.167,4,NA,NA,0,NA,NA,0
344.705976,0.105,0.54345,0.538,NA,NA,0,NA,NA,0,NA,NA,0,17.759,0.117,1,16.937,0.158,1,NA,NA,0,NA,NA,0,NA,NA,0
344.707294,0.652,0.184513,0.538,16.859,0.159,1,17.854,0.21,1,NA,NA,0,17.737,0.043,4,16.806,0.202,4,16.181,0.28,1,NA,NA,0,NA,NA,0
344.708324,0.364,0.691215,0.531,16.73,0.101,5,17.407,0.103,4,NA,NA,0,17.081,0.014,4,16.526,0.152,4,16.472,0.024,2,NA,NA,0,NA,NA,0
344.709667,0.045,0.80239,0.207,16.615,0.101,1,17.755,0.171,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
344.710149,0.461,0.279278,0.262,NA,NA,0,NA,NA,0,NA,NA,0,17.713,0.158,3,16.82,0.195,3,NA,NA,0,NA,NA,0,NA,NA,0
344.710363,0.86,0.800415,1.414,NA,NA,0,NA,NA,0,NA,NA,0,17.082,0.091,2,15.665,0.059,1,15.204,0.021,2,NA,NA,0,NA,NA,0
344.71133,0.389,0.28642,0.251,16.049,0.107,5,16.952,0.085,5,NA,NA,0,16.593,0.028,4,15.627,0.149,4,15.203,0.164,4,NA,NA,0,NA,NA,0
344.711933,0.534,0.10534,0.281,16.881,0.207,3,17.527,0.139,3,NA,NA,0,17.29,0.065,4,16.479,0.181,4,16.024,0.12,4,NA,NA,0,NA,NA,0
344.712037,0.771,0.48352,0.471,16.607,0.111,1,17.795,0.186,1,NA,NA,0,17.33,0.072,4,16.328,0.169,4,15.839,0.244,3,NA,NA,0,NA,NA,0
344.713159,0.238,-0.184172,0.319,16.52,0.069,2,17.327,0.167,2,NA,NA,0,16.917,0.028,2,16.099,0.059,2,15.649,0.103,1,NA,NA,0,NA,NA,0
344.713559,0.325,-0.181014,0.533,16.732,0.106,1,17.601,0.154,1,NA,NA,0,17.223,0.036,2,15.935,0.008,2,14.977,0.01,2,NA,NA,0,NA,NA,0
344.716236,0.788,-0.023892,0.244,NA,NA,0,NA,NA,0,NA,NA,0,18.295,0.081,2,16.598,0.127,2,15.864,0.174,2,NA,NA,0,NA,NA,0
344.71634,0.559,0.414609,0.38,16.781,0.219,5,17.307,0.069,5,NA,NA,0,16.965,0.045,4,16.418,0.132,4,16.222,0.156,4,NA,NA,0,NA,NA,0
344.716504,0.956,0.71769,0.463,15.929,0.075,1,16.917,0.083,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
344.718944,0.361,0.629901,0.342,15.547,0.117,5,16.52,0.055,5,NA,NA,0,16.012,0.018,4,15.196,0.124,4,14.918,0.129,4,NA,NA,0,NA,NA,0
344.719981,0.546,0.341463,0.323,14.066,0.1,5,14.969,0.056,5,NA,NA,0,14.502,0.013,4,13.774,0.122,4,13.532,0.134,4,13.297,0.056,2,NA,NA,0
344.720063,0.662,0.190374,0.57,16.927,0.127,2,17.922,0.055,2,NA,NA,0,17.599,0.035,4,16.564,0.071,4,16.296,0.191,4,NA,NA,0,NA,NA,0
344.722958,0.326,0.464834,0.272,13.583,0.09,5,14.528,0.029,5,NA,NA,0,14.044,0.021,4,13.243,0.113,4,12.995,0.113,4,12.774,0.022,2,NA,NA,0
344.72367,0.53,0.007298,0.274,14.051,0.107,4,15.249,0.038,4,NA,NA,0,14.695,0.005,4,13.569,0.146,4,13.211,0.153,4,13.034,0.153,2,NA,NA,0
344.724171,1.006,0.09866,0.257,17.051,0.091,2,17.807,0.278,2,NA,NA,0,17.521,0.011,3,16.763,0.325,3,NA,NA,0,NA,NA,0,NA,NA,0
344.724577,0.187,0.674524,0.1,11.576,0.09,5,12.167,0.053,5,NA,NA,0,11.862,0.031,4,11.402,0.096,4,11.297,0.121,4,11.299,0.005,2,NA,NA,0
344.724643,0.391,-0.009682,0.331,NA,NA,0,NA,NA,0,NA,NA,0,17.954,0.176,3,17.118,0.173,3,16.394,0.344,1,NA,NA,0,NA,NA,0
344.727575,0.381,0.026728,0.444,14.907,0.116,4,15.647,0.036,4,NA,NA,0,15.27,0.017,4,14.686,0.147,4,14.559,0.23,4,NA,NA,0,NA,NA,0
344.727992,0.509,0.567353,0.235,15.835,0.083,5,16.638,0.059,5,NA,NA,0,16.247,0.028,4,15.548,0.124,4,15.356,0.192,4,NA,NA,0,NA,NA,0
344.7316,0.657,0.060941,0.36,17.288,0.225,1,17.698,0.192,1,NA,NA,0,17.504,0.058,4,16.496,0.175,4,15.917,0.394,3,NA,NA,0,NA,NA,0
344.732222,0.444,0.546821,0.299,16.939,0.121,3,17.541,0.135,3,NA,NA,0,17.299,0.126,4,16.658,0.226,4,16.381,0.157,2,NA,NA,0,NA,NA,0
344.732728,0.353,0.598671,0.258,13.529,0.094,5,14.403,0.049,5,NA,NA,0,13.946,0.015,4,13.227,0.11,4,12.997,0.115,4,13.098,0.03,2,NA,NA,0
344.732833,0.284,0.311293,0.978,16.564,0.084,2,17.432,0.048,3,NA,NA,0,17.122,0.099,1,16.677,0.131,1,NA,NA,0,NA,NA,0,NA,NA,0
344.734349,0.653,0.041942,0.469,NA,NA,0,NA,NA,0,NA,NA,0,17.877,0.012,3,16.972,0.18,3,15.966,0.232,1,NA,NA,0,NA,NA,0
344.734479,0.591,0.222106,0.36,16.666,0.123,1,17.794,0.195,1,NA,NA,0,17.459,0.098,4,16.73,0.189,4,16.009,0.218,1,NA,NA,0,NA,NA,0
344.734791,0.44,-0.047067,0.354,15.772,0.132,4,16.767,0.132,4,NA,NA,0,16.311,0.02,4,15.572,0.147,4,15.321,0.159,4,NA,NA,0,NA,NA,0
344.736081,0.289,0.250574,0.321,14.631,0.097,5,15.485,0.073,5,NA,NA,0,15.037,0.008,4,14.351,0.12,4,14.172,0.119,4,13.332,0.159,1,NA,NA,0
344.736217,0.177,0.342593,0.046,NA,NA,0,NA,NA,0,NA,NA,0,18.288,0.193,1,17.508,0.279,1,NA,NA,0,NA,NA,0,NA,NA,0
344.736752,0.393,0.575898,0.739,NA,NA,0,NA,NA,0,NA,NA,0,18.316,0.166,2,17.009,0.225,2,NA,NA,0,NA,NA,0,NA,NA,0
344.737602,0.518,0.523964,0.221,14.568,0.088,5,15.57,0.053,5,NA,NA,0,15.079,0.019,4,14.164,0.106,4,13.81,0.136,4,NA,NA,0,NA,NA,0
344.739128,0.365,0.348846,0.313,15.91,0.096,5,16.881,0.086,5,NA,NA,0,16.384,0.055,4,15.514,0.108,4,15.117,0.136,4,NA,NA,0,NA,NA,0
344.740601,0.556,-0.090379,0.226,14.998,0.081,3,15.67,0.001,3,NA,NA,0,15.323,0.013,3,14.795,0.05,3,14.601,0.06,3,NA,NA,0,NA,NA,0
344.742269,0.473,0.425812,0.638,17.418,0.223,1,18.005,0.218,1,NA,NA,0,17.779,0.035,3,17.341,0.286,3,NA,NA,0,NA,NA,0,NA,NA,0
344.744622,0.404,-0.088852,0.376,16.312,0.005,2,17.415,0.143,2,NA,NA,0,17.031,0.009,2,15.859,0.061,2,15.436,0.022,2,NA,NA,0,NA,NA,0
344.745708,0.307,0.337582,0.236,15.965,0.149,5,16.937,0.155,5,NA,NA,0,16.387,0.042,4,15.578,0.106,4,15.424,0.123,4,NA,NA,0,NA,NA,0
